state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
48,58.826829268292684,46188.33659730722,,3,0.73,0.32,0.24,0.55,0.19,0.43,0.53,0.73,0.56,0.21,0.74,1.0,0.23,0.74,0.36,0.46,0.2,0.2,0.26,0.29,0.31,0.39,0.23,0.16,0.2,0.22,0.29,0.73,0.47,0.27,0.29,0.56,0.39,0.62,0.23,0.56,0.22,0.56,0.59,0.73,0.69,0.66,0.47,0.5,0.5,0.61,0.43,0.65,0.64,0.28,0.36,0.27,0.5,0.59,0.66,0.73,0.3,0.31,0.32,0.32,0.62,0.23,0.3,0.21,0.31,0.44,0.27,0.29,0.31,0.68,0.0,1.0,0.52,0.25,0.46,0.49,0.73,0.45,0.28,0.14,0.14,0.15,0.27,0.27,0.32,0.27,0.55,0.54,0.35,0.28,0.14,0.25,0.61,0.28,0.45,0.64,0.16,0.14,0.86,0.14,0.26,0.19,0.43,0.14,0.9,0.6,0.25,0.39,0.07,0.44,0.08,0.57,0.16,0.64,0.18,0.28,0.3,0.17,0.38,0.5,0.28,0.13,0.25
53,58.826829268292684,46188.33659730722,,3,0.04,0.34,0.03,0.9,0.2,0.05,0.37,0.41,0.23,0.41,0.05,1.0,0.41,0.58,0.46,0.66,0.41,0.26,0.65,0.47,0.41,0.4,0.43,0.2,0.38,0.27,0.38,0.02,0.19,0.1,0.14,0.56,0.29,0.56,0.24,0.83,0.18,0.73,0.47,0.28,0.5,0.5,0.41,0.66,0.72,0.75,0.65,0.43,0.43,0.01,0.13,0.01,0.3,0.25,0.38,0.41,0.08,0.06,0.08,0.08,0.91,0.05,0.2,0.19,0.37,0.43,0.3,0.57,0.08,0.42,0.5,0.04,0.81,0.54,0.15,0.62,0.46,0.14,0.07,0.13,0.13,0.15,0.22,0.21,0.21,0.23,0.08,0.04,0.18,0.0,0.01,0.11,0.35,0.48,0.62,0.57,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.09,0.08,0.38,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.1
39,58.826829268292684,46188.33659730722,,3,0.03,0.34,0.08,0.89,0.16,0.02,0.56,0.68,0.55,0.29,0.05,1.0,0.26,0.61,0.16,0.46,0.29,0.37,0.75,0.28,0.27,0.26,0.28,0.25,0.22,0.3,0.51,0.04,0.4,0.28,0.38,0.33,0.4,0.47,0.3,0.48,0.39,0.46,0.5,0.51,0.56,0.55,0.37,0.54,0.58,0.6,0.55,0.4,0.41,0.01,0.16,0.01,0.61,0.68,0.64,0.6,0.15,0.15,0.13,0.11,0.92,0.05,0.13,0.12,0.36,0.42,0.35,0.41,0.19,0.55,0.0,0.03,0.83,0.4,0.03,0.17,0.5,0.28,0.1,0.11,0.11,0.11,0.28,0.29,0.29,0.3,0.57,0.18,0.24,0.0,0.0,0.1,0.53,0.38,0.41,0.52,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.03,0.23,0.01,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.05
47,58.826829268292684,46188.33659730722,,3,0.02,0.33,0.18,0.86,0.02,0.01,0.43,0.5,0.35,0.5,0.0,0.0,0.13,0.39,0.26,0.29,0.59,0.52,0.41,0.15,0.18,0.18,0.18,0.11,0.43,0.0,0.55,0.04,0.53,0.83,0.76,0.16,0.51,0.31,1.0,0.24,0.88,0.19,0.7,0.34,0.74,0.76,0.35,0.42,0.41,0.37,0.39,0.47,0.41,0.01,0.25,0.0,0.13,0.42,0.45,0.38,0.0,0.01,0.02,0.01,0.97,0.01,0.12,0.12,0.33,0.34,0.36,0.48,0.1,0.57,0.0,0.03,0.78,0.48,0.04,0.37,0.56,0.75,0.21,0.06,0.05,0.06,0.06,0.1,0.1,0.11,0.31,0.35,0.35,0.01,0.0,0.01,0.81,0.56,0.76,0.82,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.04,0.11,0.0,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.16
34,33.0,57870.0,,3,0.01,0.41,0.01,0.98,0.05,0.01,0.45,0.44,0.3,0.45,0.02,0.96,0.44,0.53,0.29,0.54,0.53,0.18,0.74,0.44,0.36,0.35,0.35,0.05,0.51,0.23,0.3,0.01,0.15,0.3,0.41,0.14,0.18,0.52,0.59,0.22,0.51,0.24,0.42,0.33,0.4,0.42,0.45,0.72,0.72,0.79,0.66,0.67,0.53,0.0,0.1,0.0,0.0,0.14,0.12,0.13,0.0,0.02,0.01,0.01,0.95,0.05,0.14,0.15,0.46,0.51,0.28,0.77,0.05,0.4,0.5,0.01,0.88,0.72,0.35,0.59,0.42,0.14,0.23,0.18,0.18,0.19,0.35,0.4,0.38,0.4,0.49,0.21,0.4,0.0,0.0,0.05,0.6,0.77,0.89,0.82,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.07,0.05,0.06,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.04
34,3.0,53850.0,,3,0.0,0.66,0.02,0.95,0.14,0.05,0.38,0.39,0.28,0.25,0.02,1.0,0.85,0.87,0.15,0.78,0.29,0.05,0.37,0.77,0.63,0.62,0.64,0.21,0.38,0.68,0.59,0.0,0.02,0.18,0.18,0.59,0.13,0.7,0.37,0.44,0.18,0.66,0.16,0.38,0.18,0.17,0.57,0.93,0.91,0.99,0.86,0.41,0.5,0.0,0.05,0.01,0.33,0.31,0.31,0.27,0.22,0.17,0.16,0.13,0.8,0.04,0.2,0.24,0.68,0.65,0.62,0.94,0.05,0.11,0.5,0.0,0.92,0.94,0.14,0.4,0.42,0.01,0.24,0.6,0.56,0.54,0.79,0.89,1.0,0.99,0.6,0.61,0.79,0.0,0.0,0.27,0.55,0.79,0.76,0.74,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.02,0.12,0.26,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.01
28,58.826829268292684,46188.33659730722,,3,0.02,0.37,1.0,0.09,0.02,0.01,0.46,0.45,0.27,0.61,0.0,0.0,0.09,0.29,0.23,0.25,0.64,0.77,0.53,0.11,0.15,0.35,0.14,0.23,0.21,0.0,0.11,0.06,0.89,0.55,0.66,0.25,0.61,0.22,0.33,0.44,0.47,0.36,0.63,0.52,0.63,0.67,0.56,0.1,0.07,0.14,0.0,0.84,0.62,0.06,1.0,0.0,0.0,0.39,0.61,0.75,0.0,0.02,0.03,0.03,0.98,0.02,0.45,0.36,0.4,0.38,0.44,0.43,0.27,0.55,0.5,0.05,0.56,0.45,0.36,0.5,0.4,0.57,0.56,0.05,0.05,0.05,0.03,0.09,0.14,0.16,0.7,0.49,0.56,0.0,0.0,0.02,0.86,0.67,0.87,0.8,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.04,0.13,0.04,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.29
25,17.0,68260.0,,3,0.01,0.63,0.02,0.94,0.18,0.02,0.4,0.33,0.24,0.18,0.02,0.9,1.0,0.85,0.3,0.91,0.23,0.1,0.34,1.0,0.98,0.95,0.67,0.62,0.72,0.0,0.43,0.0,0.02,0.04,0.04,1.0,0.1,0.73,0.53,0.65,0.09,1.0,0.15,0.33,0.21,0.19,0.58,0.94,0.96,0.95,0.75,0.45,0.48,0.0,0.04,0.01,0.18,0.26,0.36,0.34,0.09,0.11,0.14,0.12,0.89,0.03,0.15,0.18,0.68,0.68,0.39,0.94,0.01,0.05,1.0,0.0,0.94,0.92,0.0,0.56,0.54,0.01,0.12,0.74,0.81,0.87,0.18,0.58,1.0,0.54,0.54,0.46,0.54,0.0,0.0,0.21,0.56,0.83,0.74,0.73,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.07,0.05,0.12,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.1
34,31.0,77840.0,,3,0.06,0.61,0.02,0.93,0.19,0.06,0.41,0.43,0.33,0.41,0.07,1.0,0.78,0.74,0.24,0.77,0.45,0.09,0.44,0.75,0.69,0.67,0.31,0.12,0.62,0.31,0.6,0.01,0.04,0.2,0.23,0.58,0.2,0.6,0.44,0.42,0.19,0.65,0.16,0.42,0.19,0.18,0.54,0.92,0.91,0.9,0.79,0.21,0.37,0.0,0.04,0.03,0.17,0.23,0.25,0.28,0.13,0.15,0.15,0.15,0.75,0.1,0.22,0.24,0.6,0.64,0.26,0.89,0.04,0.24,0.5,0.03,0.89,0.84,0.21,0.57,0.48,0.02,0.12,0.63,0.65,0.64,0.62,0.69,0.84,0.67,0.52,0.57,0.5,0.0,0.0,0.32,0.64,0.77,0.71,0.82,0.01,0.19,0.98,0.24,0.02,0.15,0.25,0.19,0.91,0.98,0.0,0.03,0.0,0.02,0.02,0.79,0.06,0.07,0.16,0.23,0.02,0.01,0.86,0.0,0.51,0.13,0.05
53,58.826829268292684,46188.33659730722,,3,0.02,0.6,0.11,0.39,0.15,0.76,0.53,0.57,0.39,0.35,0.03,0.98,0.1,0.42,0.45,0.24,0.48,0.63,0.39,0.11,0.1,0.16,0.15,0.14,0.21,0.13,0.15,0.06,0.88,0.85,0.75,0.12,0.79,0.36,0.39,0.23,0.59,0.17,0.65,0.49,0.66,0.68,0.74,0.39,0.44,0.36,0.49,0.33,0.31,0.03,0.6,0.03,0.59,0.74,0.71,0.73,0.9,0.99,0.87,0.81,0.31,1.0,0.8,0.7,0.63,0.52,0.74,0.27,0.81,0.69,0.0,0.04,0.54,0.34,0.45,0.44,0.52,0.76,0.5,0.07,0.05,0.05,0.12,0.13,0.12,0.11,0.57,0.28,0.32,0.04,0.03,0.65,0.36,0.24,0.29,0.29,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.06,0.07,0.09,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.36
35,58.826829268292684,46188.33659730722,,3,0.0,0.46,0.04,0.78,0.02,1.0,0.48,0.42,0.27,0.66,0.0,0.0,0.07,0.13,0.39,0.28,0.74,0.75,0.62,0.05,0.09,0.1,0.13,0.05,0.15,0.13,0.17,0.03,0.91,0.88,0.79,0.16,1.0,0.0,0.13,0.3,0.37,0.26,0.56,0.3,0.53,0.57,0.6,0.45,0.44,0.17,0.56,0.22,0.11,0.01,0.36,0.01,0.24,0.36,0.53,0.49,0.27,0.35,0.47,0.4,0.12,0.75,0.53,0.47,0.5,0.47,0.54,0.55,0.45,0.64,0.0,0.02,0.61,0.57,0.47,0.46,0.67,1.0,0.77,0.07,0.06,0.06,0.07,0.1,0.11,0.07,0.48,0.64,0.28,0.0,0.0,0.47,0.42,0.6,0.66,0.55,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.01,0.16,0.01,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.22
9,1.0,56060.0,,3,0.11,0.39,0.3,0.69,0.1,0.17,0.26,0.46,0.26,0.4,0.12,1.0,0.6,0.7,0.26,0.63,0.38,0.19,0.34,0.61,0.62,0.67,0.38,0.15,0.46,0.43,0.53,0.04,0.12,0.27,0.34,0.47,0.26,0.69,0.46,0.37,0.28,0.55,0.42,0.52,0.46,0.46,0.46,0.62,0.59,0.7,0.57,0.52,0.56,0.05,0.38,0.07,0.26,0.37,0.42,0.45,0.24,0.3,0.32,0.31,0.67,0.23,0.27,0.24,0.42,0.46,0.37,0.56,0.17,0.54,0.5,0.09,0.81,0.54,0.29,0.47,0.4,0.09,0.22,0.64,0.65,0.66,0.56,0.64,0.83,0.67,0.51,0.61,0.74,0.07,0.02,0.39,0.46,0.66,0.8,0.64,0.02,0.19,0.97,0.24,0.07,0.36,0.61,0.19,0.97,0.68,0.33,0.16,0.11,0.34,0.07,0.29,0.02,0.06,0.29,0.46,0.05,0.02,0.79,0.0,1.0,0.16,0.17
39,17.0,49840.0,,3,0.06,0.36,0.21,0.83,0.02,0.01,0.37,0.45,0.3,0.47,0.07,1.0,0.23,0.41,0.1,0.38,0.56,0.48,0.67,0.26,0.27,0.28,0.21,0.09,0.15,0.26,0.33,0.06,0.4,0.35,0.49,0.19,0.51,0.38,0.7,0.36,0.59,0.31,0.7,0.28,0.68,0.72,0.4,0.49,0.5,0.47,0.52,0.38,0.35,0.03,0.3,0.0,0.11,0.13,0.15,0.26,0.01,0.01,0.01,0.01,0.96,0.04,0.19,0.18,0.39,0.41,0.38,0.52,0.1,0.56,0.0,0.05,0.8,0.51,0.22,0.39,0.38,0.48,0.16,0.09,0.09,0.1,0.17,0.19,0.21,0.23,0.48,0.22,0.39,0.01,0.0,0.02,0.73,0.55,0.76,0.81,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.06,0.19,0.05,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.15
25,13.0,37175.0,,3,0.01,0.47,0.0,0.99,0.03,0.04,0.38,0.43,0.29,0.5,0.02,0.79,0.41,0.55,0.15,0.5,0.58,0.24,0.62,0.4,0.31,0.3,0.46,0.71,0.07,0.98,0.5,0.01,0.09,0.54,0.58,0.17,0.27,0.61,0.77,0.25,0.63,0.25,0.28,0.37,0.26,0.28,0.5,0.82,0.83,0.89,0.8,0.7,0.73,0.0,0.12,0.02,0.09,0.1,0.1,0.12,0.11,0.1,0.09,0.1,0.5,0.36,0.15,0.16,0.51,0.56,0.32,0.78,0.06,0.4,0.5,0.01,0.9,0.74,0.06,0.68,0.44,0.09,0.15,0.32,0.31,0.29,0.34,0.39,0.45,0.41,0.42,0.34,0.53,0.0,0.0,0.48,0.76,0.84,0.93,0.87,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.08,0.06,0.01,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.14
6,58.826829268292684,46188.33659730722,,3,0.25,0.62,0.31,0.4,0.24,0.64,0.45,0.57,0.37,0.3,0.26,1.0,0.23,0.45,0.11,0.28,0.4,0.89,0.47,0.22,0.19,0.26,0.21,0.15,0.18,0.22,0.26,0.33,0.6,0.43,0.56,0.19,0.73,0.34,0.26,0.45,0.45,0.29,0.72,0.54,0.77,0.78,0.7,0.36,0.36,0.36,0.39,0.2,0.18,0.23,0.64,0.17,0.5,0.59,0.66,0.69,0.54,0.56,0.57,0.55,0.5,0.54,0.66,0.59,0.63,0.55,0.71,0.36,0.67,0.68,0.0,0.23,0.71,0.41,0.81,0.31,0.5,0.47,0.25,0.21,0.21,0.22,0.36,0.37,0.41,0.36,0.83,0.56,0.19,0.48,0.31,0.46,0.51,0.34,0.53,0.66,0.24,0.64,0.83,0.51,0.29,0.61,0.34,0.64,0.34,0.32,0.07,0.21,0.16,0.17,0.16,0.43,0.24,0.16,0.25,0.1,0.58,0.34,0.1,0.5,0.4,0.82,1.0
25,17.0,81035.0,,3,0.04,0.45,0.02,0.95,0.09,0.04,0.3,0.53,0.31,0.41,0.06,1.0,0.51,0.7,0.18,0.59,0.46,0.21,0.55,0.54,0.45,0.43,0.43,0.13,0.38,0.15,0.42,0.02,0.12,0.14,0.22,0.38,0.34,0.69,0.37,0.48,0.27,0.5,0.31,0.59,0.33,0.33,0.56,0.69,0.72,0.71,0.74,0.51,0.56,0.01,0.12,0.01,0.27,0.26,0.28,0.3,0.11,0.1,0.1,0.09,0.85,0.07,0.32,0.29,0.49,0.63,0.29,0.6,0.07,0.48,0.5,0.03,0.84,0.53,0.17,0.37,0.35,0.05,0.15,0.48,0.44,0.39,0.63,0.64,0.72,0.64,0.35,0.5,0.35,0.0,0.0,0.18,0.86,0.74,0.85,0.81,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.03,0.24,0.22,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.1
5,58.826829268292684,46188.33659730722,,3,0.06,0.41,0.15,0.86,0.05,0.01,0.6,0.65,0.55,0.35,0.0,0.0,0.19,0.56,0.76,0.34,0.44,0.29,0.33,0.23,0.25,0.25,0.16,0.15,0.15,0.16,0.19,0.07,0.43,0.45,0.46,0.33,0.29,0.53,0.41,0.5,0.45,0.36,0.49,0.44,0.52,0.53,0.4,0.62,0.62,0.73,0.67,0.62,0.61,0.01,0.13,0.0,1.0,1.0,1.0,0.92,0.09,0.07,0.06,0.05,0.97,0.03,0.12,0.12,0.38,0.41,0.36,0.52,0.1,0.49,0.5,0.08,0.68,0.51,0.17,0.45,0.71,0.52,0.24,0.09,0.1,0.11,0.16,0.19,0.19,0.19,0.51,0.29,0.37,0.0,0.0,0.03,0.71,0.42,0.54,0.65,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.21,0.05,0.01,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.24
34,13.0,53680.0,,3,0.03,0.39,0.03,0.89,0.29,0.06,0.28,0.38,0.24,0.59,0.04,1.0,0.52,0.59,0.17,0.68,0.58,0.13,0.54,0.55,0.5,0.49,0.52,0.39,0.35,0.43,0.52,0.01,0.12,0.27,0.34,0.45,0.3,0.53,0.46,0.39,0.25,0.56,0.27,0.44,0.27,0.28,0.49,0.81,0.82,0.9,0.64,0.28,0.42,0.0,0.04,0.02,0.36,0.36,0.39,0.42,0.27,0.23,0.23,0.23,0.75,0.15,0.21,0.2,0.43,0.56,0.18,0.7,0.06,0.51,0.5,0.02,0.88,0.61,0.09,0.53,0.15,0.03,0.03,0.52,0.48,0.45,0.56,0.56,0.62,0.57,0.37,0.58,0.9,0.0,0.0,0.31,0.74,0.84,0.79,0.82,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.01,0.67,0.49,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.12
55,58.826829268292684,46188.33659730722,,3,0.0,0.67,0.01,0.97,0.07,0.01,1.0,1.0,1.0,0.22,0.0,0.0,0.31,0.72,0.64,0.66,0.33,0.3,0.21,0.38,0.23,0.23,0.08,0.03,0.09,0.04,0.17,0.01,0.38,0.27,0.19,0.49,0.39,0.65,0.36,0.62,0.43,0.35,0.23,0.96,0.26,0.25,0.48,0.63,0.72,0.74,0.67,0.84,0.89,0.0,0.2,0.0,0.44,0.55,0.56,0.58,0.07,0.08,0.07,0.07,0.91,0.07,0.17,0.18,0.44,0.58,0.32,0.45,0.08,0.58,0.0,0.0,0.92,0.39,0.0,0.23,0.67,0.1,0.0,0.16,0.13,0.13,0.28,0.31,0.34,0.29,0.55,0.32,0.42,0.0,0.0,0.06,0.55,0.22,0.14,0.39,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.01,0.22,0.05,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.04
40,58.826829268292684,46188.33659730722,,3,0.07,0.39,0.32,0.65,0.11,0.05,0.44,0.53,0.33,0.36,0.08,1.0,0.25,0.63,0.18,0.4,0.36,0.24,0.78,0.25,0.26,0.28,0.24,0.17,0.21,0.34,0.37,0.05,0.29,0.17,0.29,0.26,0.41,0.54,0.2,0.38,0.37,0.34,0.67,0.31,0.74,0.74,0.44,0.51,0.51,0.56,0.52,0.67,0.65,0.03,0.27,0.01,0.38,0.35,0.33,0.39,0.06,0.05,0.04,0.05,0.93,0.04,0.2,0.19,0.42,0.42,0.45,0.54,0.17,0.46,0.5,0.13,0.55,0.55,0.12,0.55,0.56,0.33,0.22,0.07,0.07,0.08,0.22,0.22,0.22,0.24,0.38,0.33,0.18,0.02,0.0,0.07,0.6,0.53,0.72,0.64,0.01,0.15,0.98,0.18,0.03,0.25,0.52,0.15,0.57,0.85,0.05,0.03,0.0,0.05,0.03,0.5,0.08,0.07,0.18,0.0,0.05,0.01,0.69,1.0,0.9,0.1,0.21
47,58.826829268292684,46188.33659730722,,3,0.25,0.29,0.31,0.74,0.06,0.01,0.51,0.63,0.52,0.5,0.26,1.0,0.14,0.42,0.18,0.37,0.56,0.47,0.45,0.18,0.24,0.26,0.18,0.15,0.2,0.19,0.42,0.29,0.55,0.43,0.51,0.34,0.45,0.36,0.27,0.57,0.41,0.43,0.66,0.59,0.68,0.7,0.32,0.38,0.38,0.55,0.38,0.48,0.44,0.13,0.39,0.02,0.85,0.77,0.79,0.75,0.12,0.09,0.09,0.08,0.95,0.03,0.13,0.11,0.23,0.31,0.22,0.4,0.1,0.66,0.0,0.34,0.66,0.38,0.54,0.41,0.44,0.38,0.16,0.07,0.07,0.08,0.13,0.17,0.2,0.17,0.5,0.4,0.49,0.21,0.3,0.05,0.72,0.48,0.64,0.65,0.05,0.16,0.93,0.2,0.13,0.28,0.58,0.16,0.73,0.93,0.12,0.0,0.0,0.08,0.11,0.5,0.11,0.22,0.18,0.11,0.35,0.05,0.84,0.0,1.0,0.12,0.7
